collection_name,dataset_name,train_path,test_path,dataset_type,train_type,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,period_size
Daphnet,S06R02E1,,multivariate/Daphnet/S06R02E1.test.csv,real,unsupervised,multivariate,12800.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0
Daphnet,S07R01E0,,multivariate/Daphnet/S07R01E0.test.csv,real,unsupervised,multivariate,74240.0,9.0,0.0522090517241379,16.0,54.0,195.0,736.0,40.0
Daphnet,S07R02E0,,multivariate/Daphnet/S07R02E0.test.csv,real,unsupervised,multivariate,28800.0,9.0,0.0464236111111111,8.0,54.0,93.0,447.0,36.0
Daphnet,S08R01E0,,multivariate/Daphnet/S08R01E0.test.csv,real,unsupervised,multivariate,14720.0,9.0,0.15,2.0,837.0,1104.0,1371.0,13.0
Daphnet,S08R01E1,,multivariate/Daphnet/S08R01E1.test.csv,real,unsupervised,multivariate,10240.0,9.0,0.44638671875,4.0,839.0,1212.0,1307.0,12.0
Daphnet,S08R01E2,,multivariate/Daphnet/S08R01E2.test.csv,real,unsupervised,multivariate,13440.0,9.0,0.0787946428571428,3.0,140.0,372.0,547.0,12.0
Daphnet,S08R01E3,,multivariate/Daphnet/S08R01E3.test.csv,real,unsupervised,multivariate,10880.0,9.0,0.4614889705882353,5.0,655.0,1041.0,1360.0,12.0
Daphnet,S09R01E0,,multivariate/Daphnet/S09R01E0.test.csv,real,unsupervised,multivariate,9600.0,9.0,0.0336458333333333,4.0,44.0,83.0,112.0,37.0
Daphnet,S09R01E1,,multivariate/Daphnet/S09R01E1.test.csv,real,unsupervised,multivariate,10880.0,9.0,0.4243566176470588,6.0,184.0,730.0,1430.0,34.0
Daphnet,S09R01E2,,multivariate/Daphnet/S09R01E2.test.csv,real,unsupervised,multivariate,35200.0,9.0,0.2069034090909091,5.0,185.0,1638.0,2370.0,31.0
Daphnet,S09R01E3,,multivariate/Daphnet/S09R01E3.test.csv,real,unsupervised,multivariate,46080.0,9.0,0.1040798611111111,11.0,103.0,301.0,961.0,36.0
Daphnet,S09R01E4,,multivariate/Daphnet/S09R01E4.test.csv,real,unsupervised,multivariate,9600.0,9.0,0.0279166666666666,1.0,268.0,268.0,268.0,34.0
Daphnet,S10R01E0,,multivariate/Daphnet/S10R01E0.test.csv,real,unsupervised,multivariate,51200.0,9.0,0.0,0.0,0.0,0.0,0.0,33.0
Daphnet,S10R01E1,,multivariate/Daphnet/S10R01E1.test.csv,real,unsupervised,multivariate,91520.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0
Demo,Demo1,,demo/demo1.csv,synthetic,unsupervised,univariate,1400.0,1.0,0.032857142857142856,1.0,46.0,46.0,46.0,100.0
Demo,Demo2,,demo/demo2.csv,synthetic,unsupervised,univariate,2400.0,1.0,0.019166666666666665,1.0,46.0,46.0,46.0,100.0
Demo,Demo3,,demo/demo3.csv,synthetic,unsupervised,univariate,2400.0,1.0,0.05708333333333333,2.0,46.0,68.5,91.0,100.0
Demo,Demo4,,demo/demo4.csv,synthetic,unsupervised,univariate,2400.0,1.0,0.06958333333333333,2.0,46.0,83.5,121.0,100.0
Dodgers,101-freeway-traffic,,univariate/Dodgers/101-freeway-traffic.test.csv,real,unsupervised,univariate,50400.0,1.0,0.1113492063492063,133.0,1.0,33.0,379.0,499.0
ECG,MBA_ECG14046_data,,univariate/ECG/MBA_ECG14046_data.csv,real,unsupervised,univariate,10828800.0,1.0,0.067714520537825,9213.0,75.0,75.0,325.0,
ECG,MBA_ECG14046_data_0,,univariate/ECG/MBA_ECG14046_data_0.csv,real,unsupervised,univariate,229900.0,1.0,0.0918007829491083,257.0,75.0,75.0,325.0,
ECG,MBA_ECG14046_data_1,,univariate/ECG/MBA_ECG14046_data_1.csv,real,unsupervised,univariate,229900.0,1.0,0.1586689865158764,447.0,75.0,75.0,260.0,
ECG,MBA_ECG14046_data_10,,univariate/ECG/MBA_ECG14046_data_10.csv,real,unsupervised,univariate,229900.0,1.0,0.0353632013919095,107.0,75.0,75.0,133.0,
ECG,MBA_ECG14046_data_11,,univariate/ECG/MBA_ECG14046_data_11.csv,real,unsupervised,univariate,229900.0,1.0,0.0554414963027403,165.0,17.0,75.0,149.0,
ECG,MBA_ECG14046_data_12,,univariate/ECG/MBA_ECG14046_data_12.csv,real,unsupervised,univariate,229900.0,1.0,0.0622792518486298,169.0,58.0,75.0,211.0,
ECG,MBA_ECG14046_data_13,,univariate/ECG/MBA_ECG14046_data_13.csv,real,unsupervised,univariate,229900.0,1.0,0.0359504132231404,105.0,75.0,75.0,204.0,
ECG,MBA_ECG14046_data_14,,univariate/ECG/MBA_ECG14046_data_14.csv,real,unsupervised,univariate,229900.0,1.0,0.0441887777294475,128.0,75.0,75.0,202.0,
ECG,MBA_ECG14046_data_15,,univariate/ECG/MBA_ECG14046_data_15.csv,real,unsupervised,univariate,229900.0,1.0,0.0568334058286211,170.0,23.0,75.0,144.0,
ECG,MBA_ECG14046_data_16,,univariate/ECG/MBA_ECG14046_data_16.csv,real,unsupervised,univariate,229900.0,1.0,0.0532318399304045,154.0,52.0,75.0,275.0,
ECG,MBA_ECG14046_data_17,,univariate/ECG/MBA_ECG14046_data_17.csv,real,unsupervised,univariate,229900.0,1.0,0.040887342322749,123.0,75.0,75.0,198.0,
ECG,MBA_ECG14046_data_18,,univariate/ECG/MBA_ECG14046_data_18.csv,real,unsupervised,univariate,229900.0,1.0,0.0525097868638538,151.0,75.0,75.0,208.0,
ECG,MBA_ECG14046_data_19,,univariate/ECG/MBA_ECG14046_data_19.csv,real,unsupervised,univariate,229900.0,1.0,0.0486472379295345,145.0,75.0,75.0,206.0,
ECG,MBA_ECG14046_data_2,,univariate/ECG/MBA_ECG14046_data_2.csv,real,unsupervised,univariate,229900.0,1.0,0.0754849934754241,222.0,50.0,75.0,210.0,
ECG,MBA_ECG14046_data_20,,univariate/ECG/MBA_ECG14046_data_20.csv,real,unsupervised,univariate,229900.0,1.0,0.054332318399304,150.0,75.0,75.0,276.0,
ECG,MBA_ECG14046_data_21,,univariate/ECG/MBA_ECG14046_data_21.csv,real,unsupervised,univariate,229900.0,1.0,0.0314441061331013,95.0,75.0,75.0,128.0,
ECG,MBA_ECG14046_data_22,,univariate/ECG/MBA_ECG14046_data_22.csv,real,unsupervised,univariate,229900.0,1.0,0.0420835145715528,124.0,75.0,75.0,147.0,
ECG,MBA_ECG14046_data_23,,univariate/ECG/MBA_ECG14046_data_23.csv,real,unsupervised,univariate,229900.0,1.0,0.0404523705959112,124.0,75.0,75.0,75.0,
ECG,MBA_ECG14046_data_24,,univariate/ECG/MBA_ECG14046_data_24.csv,real,unsupervised,univariate,229900.0,1.0,0.0198999565028273,60.0,75.0,75.0,150.0,
ECG,MBA_ECG14046_data_25,,univariate/ECG/MBA_ECG14046_data_25.csv,real,unsupervised,univariate,229900.0,1.0,0.0358460200086994,106.0,75.0,75.0,147.0,
ECG,MBA_ECG14046_data_26,,univariate/ECG/MBA_ECG14046_data_26.csv,real,unsupervised,univariate,229900.0,1.0,0.0292779469334493,87.0,75.0,75.0,149.0,
ECG,MBA_ECG14046_data_27,,univariate/ECG/MBA_ECG14046_data_27.csv,real,unsupervised,univariate,229900.0,1.0,0.0344889082209656,103.0,75.0,75.0,145.0,
ECG,MBA_ECG14046_data_28,,univariate/ECG/MBA_ECG14046_data_28.csv,real,unsupervised,univariate,229900.0,1.0,0.0262983906046107,78.0,75.0,75.0,199.0,
ECG,MBA_ECG14046_data_29,,univariate/ECG/MBA_ECG14046_data_29.csv,real,unsupervised,univariate,229900.0,1.0,0.0205524140930839,63.0,75.0,75.0,75.0,
ECG,MBA_ECG14046_data_3,,univariate/ECG/MBA_ECG14046_data_3.csv,real,unsupervised,univariate,229900.0,1.0,0.2291692040017398,561.0,25.0,75.0,262.0,
ECG,MBA_ECG14046_data_30,,univariate/ECG/MBA_ECG14046_data_30.csv,real,unsupervised,univariate,229900.0,1.0,0.0337494562853414,102.0,75.0,75.0,136.0,
ECG,MBA_ECG14046_data_31,,univariate/ECG/MBA_ECG14046_data_31.csv,real,unsupervised,univariate,229900.0,1.0,0.0483688560243584,146.0,75.0,75.0,143.0,
ECG,MBA_ECG14046_data_32,,univariate/ECG/MBA_ECG14046_data_32.csv,real,unsupervised,univariate,229900.0,1.0,0.0447498912570682,132.0,75.0,75.0,210.0,
ECG,MBA_ECG14046_data_33,,univariate/ECG/MBA_ECG14046_data_33.csv,real,unsupervised,univariate,229900.0,1.0,0.0605045672031318,183.0,75.0,75.0,147.0,
ECG,MBA_ECG14046_data_34,,univariate/ECG/MBA_ECG14046_data_34.csv,real,unsupervised,univariate,229900.0,1.0,0.0484254023488473,146.0,75.0,75.0,145.0,
ECG,MBA_ECG14046_data_35,,univariate/ECG/MBA_ECG14046_data_35.csv,real,unsupervised,univariate,229900.0,1.0,0.0483906046107003,146.0,75.0,75.0,136.0,
ECG,MBA_ECG14046_data_36,,univariate/ECG/MBA_ECG14046_data_36.csv,real,unsupervised,univariate,229900.0,1.0,0.0512744671596346,153.0,75.0,75.0,211.0,
ECG,MBA_ECG14046_data_37,,univariate/ECG/MBA_ECG14046_data_37.csv,real,unsupervised,univariate,229900.0,1.0,0.078434101783384,238.0,75.0,75.0,141.0,
ECG,MBA_ECG14046_data_38,,univariate/ECG/MBA_ECG14046_data_38.csv,real,unsupervised,univariate,229900.0,1.0,0.1211004784688995,360.0,35.0,75.0,150.0,
ECG,MBA_ECG14046_data_39,,univariate/ECG/MBA_ECG14046_data_39.csv,real,unsupervised,univariate,229900.0,1.0,0.1121618094823836,335.0,40.0,75.0,146.0,
ECG,MBA_ECG14046_data_4,,univariate/ECG/MBA_ECG14046_data_4.csv,real,unsupervised,univariate,229900.0,1.0,0.2209873858199217,617.0,75.0,75.0,211.0,
ECG,MBA_ECG14046_data_40,,univariate/ECG/MBA_ECG14046_data_40.csv,real,unsupervised,univariate,229900.0,1.0,0.1178599391039582,350.0,75.0,75.0,147.0,
ECG,MBA_ECG14046_data_41,,univariate/ECG/MBA_ECG14046_data_41.csv,real,unsupervised,univariate,229900.0,1.0,0.1436842105263158,415.0,75.0,75.0,201.0,
ECG,MBA_ECG14046_data_42,,univariate/ECG/MBA_ECG14046_data_42.csv,real,unsupervised,univariate,229900.0,1.0,0.1950413223140495,572.0,75.0,75.0,207.0,
ECG,MBA_ECG14046_data_43,,univariate/ECG/MBA_ECG14046_data_43.csv,real,unsupervised,univariate,229900.0,1.0,0.1361461505002174,376.0,75.0,75.0,183.0,
ECG,MBA_ECG14046_data_44,,univariate/ECG/MBA_ECG14046_data_44.csv,real,unsupervised,univariate,229900.0,1.0,0.011418007829491,35.0,75.0,75.0,75.0,
ECG,MBA_ECG14046_data_45,,univariate/ECG/MBA_ECG14046_data_45.csv,real,unsupervised,univariate,229900.0,1.0,0.041739886907351,127.0,75.0,75.0,146.0,
ECG,MBA_ECG14046_data_46,,univariate/ECG/MBA_ECG14046_data_46.csv,real,unsupervised,univariate,253400.0,1.0,0.0277703235990528,89.0,75.0,75.0,164.0,
ECG,MBA_ECG14046_data_5,,univariate/ECG/MBA_ECG14046_data_5.csv,real,unsupervised,univariate,229900.0,1.0,0.0996955197912135,292.0,75.0,75.0,207.0,
ECG,MBA_ECG14046_data_6,,univariate/ECG/MBA_ECG14046_data_6.csv,real,unsupervised,univariate,229900.0,1.0,0.0575902566333188,167.0,75.0,75.0,213.0,
ECG,MBA_ECG14046_data_7,,univariate/ECG/MBA_ECG14046_data_7.csv,real,unsupervised,univariate,229900.0,1.0,0.0290343627664201,89.0,75.0,75.0,75.0,
ECG,MBA_ECG14046_data_8,,univariate/ECG/MBA_ECG14046_data_8.csv,real,unsupervised,univariate,229900.0,1.0,0.0386080904741191,117.0,75.0,75.0,129.0,
ECG,MBA_ECG14046_data_9,,univariate/ECG/MBA_ECG14046_data_9.csv,real,unsupervised,univariate,229900.0,1.0,0.0447977381470204,136.0,75.0,75.0,132.0,
ECG,MBA_ECG801_data,,univariate/ECG/MBA_ECG801_data.csv,real,unsupervised,univariate,227900.0,1.0,0.1267003071522597,345.0,40.0,75.0,1543.0,
ECG,MBA_ECG803_data,,univariate/ECG/MBA_ECG803_data.csv,real,unsupervised,univariate,230400.0,1.0,0.0478515625,147.0,75.0,75.0,75.0,
ECG,MBA_ECG805_data,,univariate/ECG/MBA_ECG805_data.csv,real,unsupervised,univariate,230400.0,1.0,0.0876736111111111,208.0,75.0,101.0,121.0,
ECG,MBA_ECG806_data,,univariate/ECG/MBA_ECG806_data.csv,real,unsupervised,univariate,230400.0,1.0,0.0226302083333333,61.0,75.0,75.0,397.0,
ECG,MBA_ECG820_data,,univariate/ECG/MBA_ECG820_data.csv,real,unsupervised,univariate,230400.0,1.0,0.0624392361111111,191.0,75.0,75.0,111.0,
Exathlon,10_2_1000000_67,,multivariate/Exathlon/10_2_1000000_67.test.csv,real,unsupervised,multivariate,10250.0,165.0,0.5101463414634146,1.0,5229.0,5229.0,5229.0,10.0
Exathlon,10_3_1000000_75,,multivariate/Exathlon/10_3_1000000_75.test.csv,real,unsupervised,multivariate,46656.0,8.0,0.0811685528120713,4.0,885.0,965.0,971.0,10.0
Exathlon,10_4_1000000_79,,multivariate/Exathlon/10_4_1000000_79.test.csv,real,unsupervised,multivariate,43086.0,3.0,0.128765724365223,6.0,474.0,831.0,1581.0,5.0
Exathlon,1_2_100000_68-15,multivariate/Exathlon/1_2_100000_68-15.train.csv,multivariate/Exathlon/1_2_100000_68-15.test.csv,real,semi-supervised,multivariate,2936.0,43.0,0.7881471389645777,1.0,2314.0,2314.0,2314.0,
Exathlon,1_2_100000_68-16,multivariate/Exathlon/1_2_100000_68-16.train.csv,multivariate/Exathlon/1_2_100000_68-16.test.csv,real,semi-supervised,multivariate,2936.0,43.0,0.7881471389645777,1.0,2314.0,2314.0,2314.0,
Exathlon,1_4_1000000_80-14,multivariate/Exathlon/1_4_1000000_80-14.train.csv,multivariate/Exathlon/1_4_1000000_80-14.test.csv,real,semi-supervised,multivariate,43087.0,3.0,0.1282985587300113,6.0,464.0,828.0,1538.0,5.0
Exathlon,2_1_100000_60-20,multivariate/Exathlon/2_1_100000_60-20.train.csv,multivariate/Exathlon/2_1_100000_60-20.test.csv,real,semi-supervised,multivariate,46655.0,12.0,0.063187225377773,3.0,978.0,982.0,988.0,5.0
Exathlon,2_1_100000_60-22,multivariate/Exathlon/2_1_100000_60-22.train.csv,multivariate/Exathlon/2_1_100000_60-22.test.csv,real,semi-supervised,multivariate,46655.0,12.0,0.063187225377773,3.0,978.0,982.0,988.0,5.0
Exathlon,2_2_200000_69,,multivariate/Exathlon/2_2_200000_69.test.csv,real,unsupervised,multivariate,2874.0,130.0,0.5755045233124565,1.0,1654.0,1654.0,1654.0,5.0
Exathlon,3_2_1000000_71,,multivariate/Exathlon/3_2_1000000_71.test.csv,real,unsupervised,multivariate,2474.0,194.0,0.1831042845594179,1.0,453.0,453.0,453.0,5.0
Exathlon,3_2_500000_70,,multivariate/Exathlon/3_2_500000_70.test.csv,real,unsupervised,multivariate,2611.0,208.0,0.304864036767522,1.0,796.0,796.0,796.0,5.0
Exathlon,4_1_100000_61-27,multivariate/Exathlon/4_1_100000_61-27.train.csv,multivariate/Exathlon/4_1_100000_61-27.test.csv,real,semi-supervised,multivariate,129197.0,19.0,0.12465459724297,9.0,903.0,1916.0,1961.0,5.0
Exathlon,4_1_100000_61-28,multivariate/Exathlon/4_1_100000_61-28.train.csv,multivariate/Exathlon/4_1_100000_61-28.test.csv,real,semi-supervised,multivariate,129197.0,19.0,0.12465459724297,9.0,903.0,1916.0,1961.0,5.0
Exathlon,4_1_100000_61-29,multivariate/Exathlon/4_1_100000_61-29.train.csv,multivariate/Exathlon/4_1_100000_61-29.test.csv,real,semi-supervised,multivariate,129197.0,19.0,0.12465459724297,9.0,903.0,1916.0,1961.0,5.0
Exathlon,4_1_100000_61-30,multivariate/Exathlon/4_1_100000_61-30.train.csv,multivariate/Exathlon/4_1_100000_61-30.test.csv,real,semi-supervised,multivariate,129197.0,19.0,0.12465459724297,9.0,903.0,1916.0,1961.0,5.0
Exathlon,4_1_100000_61-32,multivariate/Exathlon/4_1_100000_61-32.train.csv,multivariate/Exathlon/4_1_100000_61-32.test.csv,real,semi-supervised,multivariate,129197.0,19.0,0.12465459724297,9.0,903.0,1916.0,1961.0,5.0
Exathlon,5_1_100000_63-33,multivariate/Exathlon/5_1_100000_63-33.train.csv,multivariate/Exathlon/5_1_100000_63-33.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-34,multivariate/Exathlon/5_1_100000_63-34.train.csv,multivariate/Exathlon/5_1_100000_63-34.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-35,multivariate/Exathlon/5_1_100000_63-35.train.csv,multivariate/Exathlon/5_1_100000_63-35.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-36,multivariate/Exathlon/5_1_100000_63-36.train.csv,multivariate/Exathlon/5_1_100000_63-36.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-37,multivariate/Exathlon/5_1_100000_63-37.train.csv,multivariate/Exathlon/5_1_100000_63-37.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-40,multivariate/Exathlon/5_1_100000_63-40.train.csv,multivariate/Exathlon/5_1_100000_63-40.test.csv,real,semi-supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_63-64,multivariate/Exathlon/5_1_100000_63-64.train.csv,multivariate/Exathlon/5_1_100000_63-64.test.csv,real,supervised,multivariate,43066.0,31.0,0.1262480843356708,3.0,1755.0,1838.0,1844.0,5.0
Exathlon,5_1_100000_64-33,multivariate/Exathlon/5_1_100000_64-33.train.csv,multivariate/Exathlon/5_1_100000_64-33.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-34,multivariate/Exathlon/5_1_100000_64-34.train.csv,multivariate/Exathlon/5_1_100000_64-34.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-35,multivariate/Exathlon/5_1_100000_64-35.train.csv,multivariate/Exathlon/5_1_100000_64-35.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-36,multivariate/Exathlon/5_1_100000_64-36.train.csv,multivariate/Exathlon/5_1_100000_64-36.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-37,multivariate/Exathlon/5_1_100000_64-37.train.csv,multivariate/Exathlon/5_1_100000_64-37.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-40,multivariate/Exathlon/5_1_100000_64-40.train.csv,multivariate/Exathlon/5_1_100000_64-40.test.csv,real,semi-supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_100000_64-63,multivariate/Exathlon/5_1_100000_64-63.train.csv,multivariate/Exathlon/5_1_100000_64-63.test.csv,real,supervised,multivariate,46660.0,18.0,0.0627518216888126,3.0,950.0,953.0,1025.0,5.0
Exathlon,5_1_500000_62,,multivariate/Exathlon/5_1_500000_62.test.csv,real,unsupervised,multivariate,46660.0,16.0,0.1246678096870981,6.0,964.0,969.0,980.0,5.0
Exathlon,5_2_1000000_72,,multivariate/Exathlon/5_2_1000000_72.test.csv,real,unsupervised,multivariate,2481.0,195.0,0.384925433293027,1.0,955.0,955.0,955.0,5.0
Exathlon,6_1_500000_65,,multivariate/Exathlon/6_1_500000_65.test.csv,real,unsupervised,multivariate,46649.0,12.0,0.1040965508371026,5.0,964.0,969.0,979.0,
Exathlon,6_3_200000_76,,multivariate/Exathlon/6_3_200000_76.test.csv,real,unsupervised,multivariate,46654.0,7.0,0.080164616110087,4.0,855.0,961.0,962.0,5.0
Exathlon,8_3_200000_73,,multivariate/Exathlon/8_3_200000_73.test.csv,real,unsupervised,multivariate,46641.0,4.0,0.0810016937887266,4.0,865.0,969.0,975.0,10.0
Exathlon,8_4_1000000_77,,multivariate/Exathlon/8_4_1000000_77.test.csv,real,unsupervised,multivariate,43078.0,2.0,0.1306235201262825,6.0,467.0,821.0,1563.0,5.0
Exathlon,9_2_1000000_66,,multivariate/Exathlon/9_2_1000000_66.test.csv,real,unsupervised,multivariate,7481.0,239.0,0.4602325892260393,1.0,3443.0,3443.0,3443.0,10.0
Exathlon,9_3_500000_74,,multivariate/Exathlon/9_3_500000_74.test.csv,real,unsupervised,multivariate,46650.0,7.0,0.0834083601286173,4.0,972.0,973.0,973.0,10.0
Exathlon,9_4_1000000_78,,multivariate/Exathlon/9_4_1000000_78.test.csv,real,unsupervised,multivariate,43105.0,3.0,0.1299617213780304,6.0,481.0,853.0,1637.0,5.0
GHL,01_Lev_fault_Temp_corr_seed_11_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007199964000179,1.0,144.0,144.0,144.0,
GHL,02_Lev_fault_Temp_corr_seed_17_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007249963750181,1.0,145.0,145.0,145.0,
GHL,03_Lev_fault_Temp_corr_seed_19_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007249963750181,1.0,145.0,145.0,145.0,
GHL,04_Lev_fault_Temp_corr_seed_23_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007249963750181,1.0,145.0,145.0,145.0,
GHL,05_Lev_fault_Temp_corr_seed_27_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007199964000179,1.0,144.0,144.0,144.0,
GHL,06_Lev_fault_Temp_corr_seed_29_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007199964000179,1.0,144.0,144.0,144.0,
GHL,07_Lev_fault_Temp_corr_seed_31_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv,synthetic,semi-supervised,multivariate,200001.0,16.0,0.0007199964000179,1.0,144.0,144.0,144.0,
